video,canonical_index,timestamp_s,target_visible,state,reasons,confidence,peak_margin,template_similarity,center_step,frame_scale,original_scale,aspect_change,eligible_detections,matching_detections,detector_misses,raw_sot_box,matched_detector_box,output_box
courtyard_competitor,121,24.209129,True,Missing,"[""competitor overlap uncertainty""]",0.998178,0.158962,0.852441,0.019374,1.01319,1.250393,1.103469,2,2,0,"{""x1"": 721.3715686383887, ""y1"": 43.60261153275516, ""x2"": 889.8962860090535, ""y2"": 463.9223645436782}","{""x1"": 761.8553466796875, ""y1"": 29.210556030273438, ""x2"": 888.6829833984375, ""y2"": 445.6968994140625}",null
courtyard_competitor,122,24.412909,True,Tracked,[],0.995705,0.135639,0.739398,0.01899,1.025299,1.21954,1.124743,1,1,0,"{""x1"": 695.6868399971613, ""y1"": 37.92335138059536, ""x2"": 863.7160736644748, ""y2"": 449.0805680257772}","{""x1"": 632.0836181640625, ""y1"": 36.3514404296875, ""x2"": 876.6195068359375, ""y2"": 659.2513427734375}","{""x1"": 695.6868399971613, ""y1"": 37.92335138059536, ""x2"": 863.7160736644748, ""y2"": 449.0805680257772}"
courtyard_competitor,123,24.61669,True,Missing,"[""competitor overlap uncertainty""]",0.99933,0.124348,0.712565,0.005927,1.012456,1.204536,1.181258,2,2,0,"{""x1"": 696.5166799616787, ""y1"": 35.76799236602784, ""x2"": 867.6531393788231, ""y2"": 434.493384790543}","{""x1"": 707.0032958984375, ""y1"": 68.705810546875, ""x2"": 882.7806396484375, ""y2"": 651.170654296875}",null
courtyard_competitor,124,24.779714,True,Tracked,[],0.990027,0.178022,0.745701,0.115284,1.019867,1.181071,1.058648,2,1,0,"{""x1"": 870.8354014614963, ""y1"": 37.37414823614358, ""x2"": 1031.2611660192551, ""y2"": 454.43422696696445}","{""x1"": 879.73193359375, ""y1"": 18.247360229492188, ""x2"": 1010.354248046875, ""y2"": 483.36346435546875}","{""x1"": 870.8354014614963, ""y1"": 37.37414823614358, ""x2"": 1031.2611660192551, ""y2"": 454.43422696696445}"
courtyard_competitor,125,24.983495,True,Tracked,[],0.999549,0.289071,0.758904,0.012481,1.021725,1.155957,1.024052,2,1,0,"{""x1"": 856.3222007494038, ""y1"": 28.542498996387394, ""x2"": 1012.4183343675833, ""y2"": 448.05650358900823}","{""x1"": 878.2089233398438, ""y1"": 15.382125854492188, ""x2"": 989.8768920898438, ""y2"": 464.85845947265625}","{""x1"": 856.3222007494038, ""y1"": 28.542498996387394, ""x2"": 1012.4183343675833, ""y2"": 448.05650358900823}"
courtyard_competitor,126,25.187275,True,Tracked,[],0.999401,0.247327,0.797737,0.018508,1.010611,1.143821,1.004299,2,1,0,"{""x1"": 830.4538498496472, ""y1"": 30.45506929232758, ""x2"": 984.2235414748257, ""y2"": 451.8447424652496}","{""x1"": 839.4703369140625, ""y1"": 12.635162353515625, ""x2"": 967.7467041015625, ""y2"": 459.0231018066406}","{""x1"": 830.4538498496472, ""y1"": 30.45506929232758, ""x2"": 984.2235414748257, ""y2"": 451.8447424652496}"
courtyard_competitor,127,25.391056,True,Tracked,[],0.999835,0.162353,0.812983,0.013012,1.039608,1.100242,1.028763,2,1,0,"{""x1"": 814.0545257648848, ""y1"": 31.744683502623815, ""x2"": 962.4247045098853, ""y2"": 451.8308379821648}","{""x1"": 813.3453369140625, ""y1"": 5.5718994140625, ""x2"": 955.5875244140625, ""y2"": 453.5140380859375}","{""x1"": 814.0545257648848, ""y1"": 31.744683502623815, ""x2"": 962.4247045098853, ""y2"": 451.8308379821648}"
courtyard_competitor,128,25.594836,True,Tracked,[],0.999855,0.460298,0.802052,0.014611,1.030965,1.067196,1.064877,2,1,0,"{""x1"": 797.2321225408526, ""y1"": 21.732756732583084, ""x2"": 940.857953728252, ""y2"": 442.6612900194761}","{""x1"": 780.5444946289062, ""y1"": 12.650115966796875, ""x2"": 945.0269165039062, ""y2"": 445.88720703125}","{""x1"": 797.2321225408526, ""y1"": 21.732756732583084, ""x2"": 940.857953728252, ""y2"": 442.6612900194761}"
courtyard_competitor,129,25.798617,True,Tracked,[],0.999903,0.199261,0.839662,0.018211,1.030172,1.03594,1.083164,2,1,0,"{""x1"": 772.7316788621578, ""y1"": 28.626112593980736, ""x2"": 913.0390407160249, ""y2"": 446.8903308908834}","{""x1"": 784.709228515625, ""y1"": 29.034286499023438, ""x2"": 896.27490234375, ""y2"": 444.4635009765625}","{""x1"": 772.7316788621578, ""y1"": 28.626112593980736, ""x2"": 913.0390407160249, ""y2"": 446.8903308908834}"
courtyard_competitor,130,26.002397,True,Missing,"[""competitor overlap uncertainty""]",0.999509,0.112854,0.847351,0.014968,1.005953,1.042107,1.043562,2,2,0,"{""x1"": 751.1814733928206, ""y1"": 40.95523173489579, ""x2"": 894.5511217324142, ""y2"": 452.72248005454617}","{""x1"": 770.624267578125, ""y1"": 23.0128173828125, ""x2"": 880.855712890625, ""y2"": 444.3416748046875}",null
courtyard_competitor,131,26.206178,True,Tracked,[],0.991849,0.110848,0.813605,0.022537,1.034283,1.077834,1.054575,1,1,0,"{""x1"": 713.4986759405178, ""y1"": 43.52190678046827, ""x2"": 866.4576295681863, ""y2"": 442.70641196044517}","{""x1"": 613.9432983398438, ""y1"": 48.52703857421875, ""x2"": 857.7189331054688, ""y2"": 664.9766235351562}","{""x1"": 713.4986759405178, ""y1"": 43.52190678046827, ""x2"": 866.4576295681863, ""y2"": 442.70641196044517}"
courtyard_competitor,132,26.409959,True,Tracked,[],0.998362,0.125391,0.685513,0.008868,1.007402,1.069914,1.065125,1,1,0,"{""x1"": 703.31622312897, ""y1"": 53.48702244922646, ""x2"": 856.4725339690119, ""y2"": 449.2276862299245}","{""x1"": 696.6082763671875, ""y1"": 84.7838134765625, ""x2"": 853.8714599609375, ""y2"": 650.752197265625}","{""x1"": 703.31622312897, ""y1"": 53.48702244922646, ""x2"": 856.4725339690119, ""y2"": 449.2276862299245}"
courtyard_competitor,133,26.613739,True,Missing,"[""competitor overlap uncertainty""]",0.999011,0.259979,0.862178,0.013361,1.010365,1.081004,1.061399,2,2,0,"{""x1"": 722.6286248237315, ""y1"": 50.734353659079375, ""x2"": 876.3071550503945, ""y2"": 449.21832298781135}","{""x1"": 761.6629638671875, ""y1"": 27.265625, ""x2"": 884.6109619140625, ""y2"": 445.8206787109375}",null
courtyard_competitor,134,26.81752,True,Tracked,[],0.998624,0.116414,0.744453,0.016523,1.011338,1.09326,1.1187,1,1,0,"{""x1"": 698.9386676619702, ""y1"": 42.99438353993105, ""x2"": 857.6028486848677, ""y2"": 433.332912598643}","{""x1"": 622.186767578125, ""y1"": 36.72998046875, ""x2"": 877.513916015625, ""y2"": 668.51318359375}","{""x1"": 698.9386676619702, ""y1"": 42.99438353993105, ""x2"": 857.6028486848677, ""y2"": 433.332912598643}"
courtyard_competitor,135,26.980544,True,Tracked,[],0.998308,0.132695,0.68506,0.009938,1.008574,1.083966,1.126746,1,1,0,"{""x1"": 695.8866228675693, ""y1"": 58.78091110694052, ""x2"": 854.442053478378, ""y2"": 446.0664610469561}","{""x1"": 696.6082763671875, ""y1"": 84.7838134765625, ""x2"": 853.8714599609375, ""y2"": 650.752197265625}","{""x1"": 695.8866228675693, ""y1"": 58.78091110694052, ""x2"": 854.442053478378, ""y2"": 446.0664610469561}"
courtyard_competitor,136,27.184325,True,Missing,"[""competitor overlap uncertainty""]",0.99932,0.198421,0.727643,0.020841,1.015366,1.100622,1.21098,2,2,0,"{""x1"": 692.7126528704874, ""y1"": 33.60260426993895, ""x2"": 858.3460101930465, ""y2"": 410.03505817864743}","{""x1"": 655.5665283203125, ""y1"": 23.13763427734375, ""x2"": 790.6290283203125, ""y2"": 406.43402099609375}",null
courtyard_competitor,137,27.388105,True,Missing,"[""competitor overlap uncertainty""]",0.993466,0.124027,0.855985,0.025049,1.014413,1.116486,1.244324,2,2,0,"{""x1"": 655.6515593079451, ""y1"": 45.07229579684315, ""x2"": 824.7554048846974, ""y2"": 419.0936389853493}","{""x1"": 626.056396484375, ""y1"": 27.7939453125, ""x2"": 779.18359375, ""y2"": 432.9534912109375}",null
courtyard_competitor,138,27.591886,True,Tracked,[],0.999968,0.120706,0.935091,0.05017,1.085647,1.028405,1.107847,2,1,0,"{""x1"": 589.9659611425598, ""y1"": 43.140701021745656, ""x2"": 743.1037137144706, ""y2"": 423.57422769520576}","{""x1"": 610.154052734375, ""y1"": 32.704254150390625, ""x2"": 740.6181640625, ""y2"": 430.2439880371094}","{""x1"": 589.9659611425598, ""y1"": 43.140701021745656, ""x2"": 743.1037137144706, ""y2"": 423.57422769520576}"
courtyard_competitor,139,27.795666,True,Tracked,[],0.999975,0.540904,0.954583,0.016306,1.029783,1.001339,1.053109,2,1,0,"{""x1"": 569.1152850947096, ""y1"": 38.98980483534268, ""x2"": 716.2469927886143, ""y2"": 423.501172903345}","{""x1"": 586.4677734375, ""y1"": 36.992034912109375, ""x2"": 690.8837890625, ""y2"": 437.7008972167969}","{""x1"": 569.1152850947096, ""y1"": 38.98980483534268, ""x2"": 716.2469927886143, ""y2"": 423.501172903345}"
courtyard_competitor,140,27.999447,True,Tracked,[],0.999982,0.165838,0.952064,0.019473,1.010957,1.009604,1.059724,2,1,0,"{""x1"": 540.1668660654424, ""y1"": 42.55843913660266, ""x2"": 688.5663044449631, ""y2"": 427.96201366469955}","{""x1"": 512.9481201171875, ""y1"": 33.04606628417969, ""x2"": 678.1507568359375, ""y2"": 446.46136474609375}","{""x1"": 540.1668660654424, ""y1"": 42.55843913660266, ""x2"": 688.5663044449631, ""y2"": 427.96201366469955}"
courtyard_competitor,141,28.203227,True,Tracked,[],0.999992,0.095706,0.957371,0.01555,1.016967,1.026734,1.077549,2,1,0,"{""x1"": 517.169341804539, ""y1"": 49.52498921020043, ""x2"": 668.0757550930921, ""y2"": 434.95629401398656}","{""x1"": 506.4546813964844, ""y1"": 35.22444152832031, ""x2"": 675.2437744140625, ""y2"": 452.51434326171875}","{""x1"": 517.169341804539, ""y1"": 49.52498921020043, ""x2"": 668.0757550930921, ""y2"": 434.95629401398656}"
courtyard_competitor,142,28.407008,True,Tracked,[],0.999281,0.122723,0.973106,0.026912,1.033154,1.060775,1.051837,2,1,0,"{""x1"": 485.50877703235284, ""y1"": 68.0578443454362, ""x2"": 637.0553388968777, ""y2"": 464.58577262999785}","{""x1"": 463.2519836425781, ""y1"": 30.85345458984375, ""x2"": 610.94482421875, ""y2"": 483.4989013671875}","{""x1"": 485.50877703235284, ""y1"": 68.0578443454362, ""x2"": 637.0553388968777, ""y2"": 464.58577262999785}"
courtyard_competitor,143,28.610788,True,Tracked,[],0.999927,0.101827,0.955208,0.019211,1.014281,1.075923,1.004081,2,1,0,"{""x1"": 459.0359630046922, ""y1"": 57.565956090750035, ""x2"": 607.5496601884734, ""y2"": 467.9699461309654}","{""x1"": 453.00311279296875, ""y1"": 31.822921752929688, ""x2"": 603.2225952148438, ""y2"": 493.49774169921875}","{""x1"": 459.0359630046922, ""y1"": 57.565956090750035, ""x2"": 607.5496601884734, ""y2"": 467.9699461309654}"
courtyard_competitor,144,28.814569,True,Tracked,[],0.999959,0.081705,0.933647,0.005954,1.020467,1.097944,1.044517,2,1,0,"{""x1"": 451.6655733518129, ""y1"": 48.00429803452326, ""x2"": 598.7587992199977, ""y2"": 470.8523168491589}","{""x1"": 443.7058410644531, ""y1"": 31.134017944335938, ""x2"": 605.99658203125, ""y2"": 499.3800048828125}","{""x1"": 451.6655733518129, ""y1"": 48.00429803452326, ""x2"": 598.7587992199977, ""y2"": 470.8523168491589}"
courtyard_competitor,145,29.018349,True,Tracked,[],0.999921,0.0874,0.939687,0.012025,1.032338,1.13345,1.083931,2,1,0,"{""x1"": 453.72186302611567, ""y1"": 58.158387367257546, ""x2"": 600.4321473930229, ""y2"": 495.819982638218}","{""x1"": 437.3735046386719, ""y1"": 38.57476806640625, ""x2"": 608.01318359375, ""y2"": 525.1032104492188}","{""x1"": 453.72186302611567, ""y1"": 58.158387367257546, ""x2"": 600.4321473930229, ""y2"": 495.819982638218}"
courtyard_competitor,146,29.181374,True,Tracked,[],0.999803,0.100434,0.936112,0.003863,1.050489,1.190677,1.081835,2,1,0,"{""x1"": 447.379237142889, ""y1"": 56.450657444638836, ""x2"": 597.8931856632789, ""y2"": 504.59091062198}","{""x1"": 434.19384765625, ""y1"": 37.24774169921875, ""x2"": 604.764404296875, ""y2"": 534.4044799804688}","{""x1"": 447.379237142889, ""y1"": 56.450657444638836, ""x2"": 597.8931856632789, ""y2"": 504.59091062198}"
courtyard_competitor,147,29.385154,True,Tracked,[],0.997493,0.155257,0.933315,0.002476,1.034132,1.231317,1.10383,2,1,0,"{""x1"": 443.88571069839196, ""y1"": 52.43003251755255, ""x2"": 595.414173062565, ""y2"": 512.7634479817757}","{""x1"": 432.16619873046875, ""y1"": 39.919677734375, ""x2"": 605.7958374023438, ""y2"": 544.0936279296875}","{""x1"": 443.88571069839196, ""y1"": 52.43003251755255, ""x2"": 595.414173062565, ""y2"": 512.7634479817757}"
